Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Recommended_Major
b,d,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Computer Science
d,b,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Fine Arts
b,d,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Higher Institute of Administrative Sciences
d,b,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
d,c,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Media
a,b,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Law
b,c,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Higher Institute of Administrative Sciences
d,a,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Media
c,b,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Applied Health Sciences
d,b,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Applied Health Sciences
d,c,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Fine Arts
a,a,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Law
a,b,No,No,Yes,Yes,No,No,No,No,No,No,Media
b,c,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Higher Institute of Administrative Sciences
b,d,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Media
b,b,No,No,No,No,No,Yes,No,Yes,No,Yes,Computer Science
d,d,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Media
c,c,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Law
b,c,Yes,No,No,No,Yes,No,Yes,No,No,No,Commerce
a,d,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Media
a,a,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Engineering
d,b,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Fine Arts
c,b,No,No,No,No,Yes,No,No,No,Yes,No,Commerce
d,a,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Applied Sciences for Space and Navigation
d,b,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fine Arts
c,a,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Commerce
a,d,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Fine Arts
b,b,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Computer Science
d,c,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Fine Arts
a,b,No,No,Yes,Yes,No,No,No,No,Yes,No,Media
d,a,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Applied Sciences for Space and Navigation
d,a,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Applied Sciences for Space and Navigation
d,a,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Fine Arts
d,b,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Law
d,b,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fine Arts
b,d,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Media
c,c,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Media
b,c,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Media
d,d,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Fine Arts
a,b,No,No,Yes,Yes,No,Yes,No,No,No,No,Media
d,b,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Fine Arts
c,a,No,No,No,No,No,Yes,Yes,No,No,No,Applied Sciences for Space and Navigation
a,c,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Engineering
a,b,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Engineering
b,c,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Media
b,c,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Media
a,b,No,No,No,No,No,No,Yes,No,No,No,Commerce
d,b,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Applied Health Sciences
b,c,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Computer Science
b,d,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
d,c,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Fine Arts
d,c,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Higher Institute of Administrative Sciences
a,b,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Engineering
d,c,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fine Arts
c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Media
c,a,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Commerce
d,b,No,No,No,No,Yes,No,No,No,No,No,Applied Health Sciences
b,d,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Higher Institute of Administrative Sciences
b,b,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Computer Science
c,b,No,No,No,No,Yes,Yes,No,No,No,Yes,Applied Health Sciences
a,b,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Engineering
d,a,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Fine Arts
a,b,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Engineering
d,b,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Fine Arts
b,a,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Applied Sciences for Space and Navigation
c,a,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Commerce
c,b,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Media
c,b,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Media
c,c,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Science
d,b,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Fine Arts
d,a,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Applied Sciences for Space and Navigation
d,c,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Media
d,c,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Fine Arts
b,c,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Media
d,d,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Fine Arts
b,c,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Computer Science
d,c,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Fine Arts
c,b,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Law
b,b,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Computer Science
a,a,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Engineering
c,b,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Applied Health Sciences
d,d,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fine Arts
c,a,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Commerce
c,b,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Applied Health Sciences
a,a,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Engineering
a,d,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Engineering
a,a,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Applied Sciences for Space and Navigation
b,b,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Computer Science
d,d,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Fine Arts
c,a,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Applied Sciences for Space and Navigation
a,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering
d,c,Yes,No,No,Yes,No,No,No,No,No,No,Law
b,d,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Computer Science
a,a,No,No,No,Yes,No,Yes,No,Yes,No,No,Engineering
c,c,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Commerce
b,d,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Computer Science
d,a,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fine Arts
a,b,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Media
c,d,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Commerce
a,d,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering
b,a,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Computer Science
b,a,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Computer Science
d,a,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Fine Arts
c,a,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Commerce
c,d,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Commerce
c,a,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Law
d,b,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Fine Arts
d,d,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Fine Arts
b,d,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Law
b,c,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Computer Science
c,d,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
b,a,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Law
c,d,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Media
d,c,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fine Arts
c,a,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Commerce
a,c,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Media
d,c,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Law
b,b,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Computer Science
b,a,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Computer Science
c,a,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Applied Sciences for Space and Navigation
b,a,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science
c,b,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Commerce
d,c,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Fine Arts
a,c,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering
d,d,No,No,No,No,Yes,No,No,Yes,No,Yes,Media
d,c,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Fine Arts
d,d,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Fine Arts
b,c,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Computer Science
b,c,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Computer Science
c,c,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Commerce
a,d,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Media
c,b,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Media
b,c,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Commerce
b,d,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Law
a,d,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Media
c,d,Yes,No,No,No,No,No,No,No,Yes,Yes,Commerce
c,b,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Commerce
a,b,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Law
c,b,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Applied Health Sciences
c,c,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Commerce
a,a,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Applied Sciences for Space and Navigation
c,d,No,Yes,No,Yes,No,No,No,No,Yes,No,Commerce
d,d,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fine Arts
d,c,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Law
d,a,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Applied Sciences for Space and Navigation
b,a,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Higher Institute of Administrative Sciences
d,d,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Fine Arts
d,d,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Media
a,b,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering
c,d,No,No,Yes,No,Yes,No,No,No,No,No,Media
d,c,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Media
d,b,No,No,Yes,No,Yes,No,No,Yes,No,No,Applied Health Sciences
b,a,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Computer Science
c,d,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Commerce
a,b,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Engineering
c,d,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Commerce
a,b,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Engineering
a,c,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Engineering
b,a,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Computer Science
d,a,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Law
b,c,No,No,Yes,No,No,No,No,Yes,Yes,No,Media
b,b,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Applied Health Sciences
b,c,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Computer Science
b,a,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Computer Science
c,c,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Commerce
b,d,Yes,No,Yes,No,No,No,No,No,Yes,No,Media
c,d,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Law
a,b,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Applied Health Sciences
d,b,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Fine Arts
b,c,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Computer Science
d,d,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Media
d,a,Yes,No,No,No,No,No,No,No,Yes,Yes,Higher Institute of Administrative Sciences
c,a,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Commerce
a,c,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Media
c,d,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Commerce
d,c,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Fine Arts
b,d,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Computer Science
a,d,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Engineering
a,c,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Media
b,c,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Media
c,b,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Applied Health Sciences
d,a,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Fine Arts
d,d,No,No,No,No,No,No,No,No,Yes,Yes,Fine Arts
c,b,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Media
b,b,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Computer Science
d,c,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Fine Arts
c,a,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Commerce
d,c,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Fine Arts
b,a,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Computer Science
d,c,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Fine Arts
b,b,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Computer Science
d,c,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Media
d,d,No,No,No,No,No,No,Yes,No,Yes,No,Fine Arts
b,a,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Media
a,c,No,Yes,No,No,Yes,No,No,Yes,No,No,Engineering
c,b,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Commerce
c,a,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Applied Sciences for Space and Navigation
a,d,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Engineering
b,c,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Media
d,b,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Applied Health Sciences
d,d,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Law
b,c,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Media
a,d,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Engineering
a,c,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Media
b,c,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Computer Science
c,b,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Applied Health Sciences
d,c,Yes,No,No,No,Yes,No,No,Yes,No,No,Science
b,a,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Computer Science
c,c,No,No,Yes,No,Yes,No,No,Yes,No,No,Media
c,d,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Law
d,c,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Fine Arts
b,c,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Computer Science
a,a,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Applied Sciences for Space and Navigation
b,b,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Law
a,d,No,No,No,No,Yes,Yes,No,No,No,No,Fine Arts
a,d,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering
c,c,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Fine Arts
d,d,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Fine Arts
a,a,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Engineering
d,c,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Fine Arts
a,d,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Engineering
c,b,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Media
b,b,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Applied Health Sciences
c,a,No,No,No,Yes,Yes,No,No,Yes,No,No,Law
b,d,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Computer Science
d,c,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Fine Arts
d,a,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Applied Sciences for Space and Navigation
a,c,Yes,No,No,Yes,No,No,No,Yes,No,No,Engineering
c,c,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Law
b,b,No,No,No,Yes,No,No,No,No,No,No,Law
c,b,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Science
a,b,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Engineering
d,d,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Law
d,b,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Fine Arts
d,a,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Fine Arts
b,a,No,No,No,Yes,No,No,No,No,No,No,Law
c,c,No,No,No,No,Yes,No,No,Yes,No,No,Commerce
d,a,No,No,No,No,Yes,Yes,Yes,No,No,No,Applied Sciences for Space and Navigation
d,b,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
c,b,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Commerce
a,d,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Law
a,d,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Law
d,a,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Fine Arts
b,b,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science
b,d,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Computer Science
c,c,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Media
b,d,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Media
a,c,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Engineering
b,d,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Computer Science
c,a,No,No,No,Yes,No,No,No,No,Yes,Yes,Commerce
c,a,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Media
b,c,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Media
c,b,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Applied Health Sciences
a,d,No,No,No,Yes,No,No,Yes,No,No,No,Law
a,a,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Applied Sciences for Space and Navigation
d,a,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Fine Arts
c,b,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Applied Health Sciences
c,d,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
b,c,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Computer Science
a,d,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Engineering
a,a,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Media
b,b,Yes,Yes,Yes,No,No,No,No,No,No,No,Media
d,d,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Media
d,d,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Media
d,c,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Media
c,d,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Commerce
a,b,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Media
a,d,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Fine Arts
c,d,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Media
c,a,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Commerce
d,d,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Media
a,d,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Engineering
b,d,No,No,No,No,Yes,Yes,No,No,No,Yes,Computer Science
a,c,No,Yes,No,No,No,Yes,Yes,No,No,No,Fine Arts
c,a,No,No,No,Yes,Yes,No,No,No,No,No,Law
d,d,No,No,No,Yes,Yes,No,No,No,Yes,No,Law
a,d,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Law
b,c,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Media
b,b,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Applied Health Sciences
d,c,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Fine Arts
b,d,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Computer Science
a,d,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Law
a,a,Yes,No,Yes,No,Yes,No,No,No,No,No,Media
a,b,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Engineering
a,d,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Engineering
a,c,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Engineering
c,a,No,Yes,No,No,Yes,No,No,No,No,Yes,Fine Arts
d,c,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Fine Arts
a,b,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Applied Health Sciences
d,a,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Law
c,c,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Commerce
b,d,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Computer Science
b,c,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Media
a,b,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Engineering
b,d,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Computer Science
b,a,No,No,Yes,No,No,Yes,No,Yes,No,No,Applied Sciences for Space and Navigation
d,a,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fine Arts
d,b,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fine Arts
b,d,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Computer Science
d,d,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Fine Arts
d,c,No,Yes,Yes,No,No,Yes,No,No,No,No,Fine Arts
b,d,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Law
c,b,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Commerce
b,a,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Computer Science
b,c,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Computer Science
b,b,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Applied Health Sciences
d,d,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Fine Arts
b,c,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Computer Science
d,a,Yes,No,Yes,No,No,No,No,No,No,No,Media
b,d,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Computer Science
c,a,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Applied Sciences for Space and Navigation
c,a,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Commerce
a,a,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Media
b,a,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Applied Sciences for Space and Navigation
c,c,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Law
a,b,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Engineering
c,d,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Commerce
d,b,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Media
c,d,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Commerce
d,a,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Fine Arts
c,c,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Commerce
d,c,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Fine Arts
c,d,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Commerce
b,d,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Media
c,a,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Commerce
a,c,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Engineering
a,d,No,No,Yes,Yes,No,No,No,No,Yes,No,Media
c,a,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Commerce
c,d,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Fine Arts
a,c,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Media
d,c,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Fine Arts
a,b,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Media
c,b,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Media
d,c,No,No,No,Yes,Yes,No,Yes,No,No,No,Law
d,a,Yes,No,No,Yes,No,No,No,No,No,Yes,Law
c,a,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Commerce
d,b,No,No,No,Yes,Yes,Yes,No,No,No,No,Applied Health Sciences
c,d,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Commerce
d,d,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Fine Arts
b,b,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Law
c,c,No,No,No,Yes,Yes,No,Yes,No,No,No,Law
c,a,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Law
b,d,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Computer Science
c,a,No,No,No,No,No,No,No,No,Yes,No,Commerce
b,d,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
c,b,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Commerce
d,a,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Media
