Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Recommended_Major
c,a,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Media
c,b,Yes,No,No,No,No,Yes,Yes,Yes,Media
c,d,No,Yes,No,No,Yes,Yes,Yes,No,Media
a,b,Yes,Yes,No,Yes,No,Yes,No,No,Media
c,d,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Media
c,a,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
a,a,Yes,No,No,Yes,No,Yes,Yes,No,Media
c,a,No,No,Yes,No,Yes,Yes,Yes,No,Media
a,d,Yes,Yes,Yes,No,No,Yes,No,No,Media
c,c,Yes,Yes,No,Yes,No,Yes,Yes,No,Media
c,a,Yes,Yes,No,No,Yes,Yes,No,Yes,Media
c,b,Yes,No,No,No,No,Yes,Yes,No,Media
b,a,Yes,No,No,No,Yes,Yes,No,No,Media
c,a,Yes,No,No,No,No,No,Yes,No,Media
c,a,No,Yes,Yes,No,No,No,No,Yes,Media
c,c,Yes,Yes,No,No,No,Yes,No,Yes,Media
a,a,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Media
c,b,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Media
a,d,Yes,Yes,No,No,No,Yes,Yes,No,Media
a,a,Yes,Yes,Yes,No,No,Yes,No,No,Media
c,a,No,No,Yes,Yes,Yes,No,No,No,Media
b,a,Yes,Yes,Yes,No,No,No,No,No,Media
c,a,No,Yes,Yes,No,Yes,No,No,No,Media
b,c,Yes,Yes,No,No,No,Yes,Yes,No,Media
c,a,Yes,Yes,No,No,No,No,No,No,Media
a,a,Yes,Yes,Yes,Yes,No,No,No,No,Media
c,b,Yes,No,No,Yes,No,Yes,Yes,No,Media
b,a,No,Yes,No,No,No,Yes,No,No,Media
a,a,Yes,Yes,No,Yes,No,Yes,Yes,No,Media
c,b,No,Yes,No,No,No,Yes,Yes,Yes,Media
a,a,Yes,No,No,Yes,No,No,Yes,No,Media
b,a,No,Yes,No,No,No,Yes,Yes,No,Media
c,a,Yes,Yes,No,Yes,No,No,Yes,No,Media
c,b,Yes,No,Yes,Yes,Yes,Yes,No,No,Media
a,a,Yes,No,Yes,No,Yes,Yes,No,No,Media
c,a,No,No,Yes,No,Yes,No,No,No,Media
c,a,Yes,No,No,Yes,Yes,No,No,Yes,Media
b,a,Yes,Yes,No,No,Yes,Yes,Yes,No,Media
c,d,Yes,No,No,No,Yes,No,No,No,Media
c,b,Yes,Yes,No,No,Yes,No,Yes,Yes,Media
a,a,Yes,Yes,No,No,No,Yes,No,No,Media
b,a,No,Yes,Yes,No,No,Yes,Yes,No,Media
c,d,Yes,Yes,No,No,No,Yes,Yes,No,Media
c,a,Yes,Yes,No,No,Yes,No,No,No,Media
b,a,Yes,No,Yes,Yes,No,Yes,No,No,Media
c,b,Yes,No,Yes,No,No,Yes,No,No,Media
c,d,Yes,Yes,No,No,Yes,No,No,Yes,Media
c,b,Yes,No,No,No,Yes,Yes,Yes,Yes,Media
a,a,Yes,Yes,No,No,No,No,Yes,No,Media
c,a,Yes,No,No,No,Yes,No,No,Yes,Media
c,c,Yes,Yes,No,No,Yes,Yes,Yes,No,Media
c,b,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Media
b,a,No,No,Yes,No,Yes,Yes,No,No,Media
c,a,No,Yes,Yes,Yes,No,No,Yes,No,Media
c,a,Yes,Yes,No,No,Yes,No,No,Yes,Media
b,a,No,Yes,Yes,No,No,Yes,No,No,Media
c,a,Yes,Yes,No,No,No,Yes,Yes,Yes,Media
c,b,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Media
c,d,Yes,Yes,Yes,No,No,Yes,No,No,Media
a,a,No,No,No,Yes,No,Yes,Yes,No,Media
b,a,Yes,No,Yes,No,No,Yes,No,Yes,Media
c,b,No,Yes,No,No,No,Yes,Yes,No,Media
a,a,Yes,Yes,No,No,Yes,Yes,No,No,Media
c,a,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Media
c,d,Yes,No,No,No,No,No,No,Yes,Media
c,b,Yes,No,Yes,Yes,No,Yes,No,No,Media
c,b,Yes,Yes,No,No,No,No,Yes,No,Media
c,b,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Media
c,a,Yes,No,Yes,No,No,No,No,Yes,Media
c,b,Yes,No,Yes,No,No,Yes,No,Yes,Media
c,d,Yes,Yes,Yes,No,No,Yes,Yes,No,Media
c,d,Yes,Yes,No,No,Yes,Yes,No,No,Media
c,d,Yes,Yes,No,No,Yes,No,No,No,Media
c,b,Yes,No,No,Yes,Yes,Yes,Yes,No,Media
b,a,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Media
c,b,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Arts
a,c,Yes,Yes,No,No,No,No,No,No,Arts
c,b,Yes,No,No,No,No,No,Yes,Yes,Arts
b,c,No,No,Yes,No,Yes,No,No,No,Arts
a,c,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Arts
c,c,No,No,Yes,No,No,Yes,Yes,Yes,Arts
c,d,No,No,Yes,No,No,No,Yes,No,Arts
b,c,Yes,No,Yes,Yes,No,No,No,No,Arts
b,c,Yes,No,Yes,No,Yes,Yes,Yes,No,Arts
c,d,Yes,No,Yes,No,No,No,No,No,Arts
c,c,No,No,Yes,No,No,Yes,Yes,No,Arts
c,d,Yes,Yes,Yes,No,No,No,Yes,No,Arts
a,c,Yes,No,Yes,No,No,Yes,No,Yes,Arts
c,b,No,Yes,Yes,Yes,No,No,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Arts
b,c,Yes,No,Yes,No,Yes,No,Yes,Yes,Arts
c,c,Yes,No,Yes,No,No,No,No,No,Arts
c,b,Yes,No,Yes,No,Yes,Yes,Yes,No,Arts
c,b,Yes,No,Yes,Yes,Yes,No,No,Yes,Arts
c,b,Yes,No,No,Yes,No,No,Yes,Yes,Arts
c,b,No,No,Yes,Yes,Yes,No,Yes,No,Arts
c,c,No,No,Yes,Yes,No,Yes,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Arts
a,c,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Arts
c,b,Yes,Yes,Yes,Yes,No,No,Yes,No,Arts
b,c,Yes,No,No,No,No,No,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Arts
c,d,Yes,No,Yes,No,Yes,Yes,Yes,No,Arts
c,c,No,Yes,No,No,Yes,No,Yes,No,Arts
c,d,Yes,Yes,Yes,No,Yes,No,No,No,Arts
c,c,No,Yes,Yes,Yes,No,No,No,Yes,Arts
c,b,Yes,No,Yes,Yes,No,Yes,Yes,No,Arts
c,c,No,Yes,Yes,No,No,Yes,Yes,Yes,Arts
b,c,Yes,Yes,Yes,No,No,Yes,No,No,Arts
c,c,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,Yes,No,No,No,No,Arts
b,c,Yes,No,Yes,Yes,No,No,Yes,No,Arts
c,c,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Arts
c,c,Yes,Yes,No,No,Yes,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Arts
c,c,Yes,No,No,Yes,No,No,No,No,Arts
c,d,Yes,No,Yes,Yes,No,No,Yes,No,Arts
b,c,No,No,Yes,No,No,No,No,No,Arts
a,d,Yes,No,Yes,No,No,No,No,No,Arts
c,c,Yes,No,Yes,Yes,No,No,Yes,No,Arts
c,a,Yes,No,Yes,No,Yes,No,Yes,Yes,Arts
b,c,Yes,Yes,Yes,No,Yes,No,No,No,Arts
c,c,Yes,Yes,Yes,No,No,Yes,Yes,No,Arts
a,c,Yes,No,No,Yes,No,No,No,No,Arts
c,c,Yes,No,Yes,No,No,No,Yes,No,Arts
a,c,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Arts
b,c,Yes,No,Yes,No,No,Yes,Yes,Yes,Arts
c,c,Yes,No,Yes,Yes,No,No,Yes,Yes,Arts
b,c,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Arts
c,c,No,No,Yes,No,Yes,Yes,Yes,No,Arts
b,c,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Arts
b,c,Yes,No,Yes,No,No,Yes,Yes,No,Arts
c,c,Yes,No,Yes,Yes,Yes,No,Yes,No,Arts
a,a,Yes,No,Yes,No,No,No,Yes,No,Arts
c,c,Yes,No,No,No,Yes,Yes,Yes,No,Arts
a,c,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Arts
b,c,Yes,No,Yes,Yes,Yes,Yes,No,No,Arts
c,b,Yes,Yes,Yes,No,Yes,No,No,Yes,Arts
c,c,Yes,Yes,Yes,Yes,No,No,Yes,No,Arts
a,c,Yes,No,Yes,No,No,No,Yes,No,Arts
c,c,Yes,Yes,Yes,No,Yes,No,Yes,No,Arts
a,c,Yes,Yes,Yes,No,No,No,Yes,No,Arts
c,c,No,No,Yes,Yes,Yes,No,No,Yes,Arts
c,c,Yes,No,Yes,Yes,Yes,Yes,No,No,Arts
c,d,Yes,Yes,Yes,Yes,No,No,No,No,Arts
b,c,Yes,No,Yes,Yes,No,Yes,No,No,Arts
c,c,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Arts
c,b,Yes,Yes,Yes,No,Yes,No,Yes,No,Arts
c,c,Yes,No,No,Yes,Yes,No,Yes,Yes,Arts
b,c,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Arts
a,c,Yes,No,No,No,No,Yes,Yes,No,Arts
a,c,Yes,Yes,Yes,Yes,No,No,No,No,Arts
c,c,Yes,Yes,Yes,Yes,No,No,No,Yes,Arts
c,c,Yes,Yes,No,Yes,Yes,No,Yes,No,Arts
c,c,No,No,No,Yes,No,No,Yes,Yes,Arts
c,d,Yes,No,Yes,No,Yes,No,Yes,Yes,Arts
c,a,No,No,Yes,No,Yes,No,Yes,No,Arts
c,b,No,No,Yes,No,No,No,Yes,Yes,Arts
a,c,Yes,Yes,Yes,Yes,No,Yes,No,No,Arts
c,b,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Arts
c,c,Yes,Yes,No,No,Yes,No,No,Yes,Arts
c,c,Yes,Yes,Yes,No,No,No,Yes,No,Arts
c,d,Yes,Yes,Yes,No,No,No,No,No,Arts
c,b,No,No,Yes,No,Yes,No,Yes,No,Arts
c,b,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Arts
a,c,Yes,Yes,Yes,No,No,No,No,Yes,Arts
c,c,Yes,No,No,No,Yes,No,Yes,No,Arts
a,c,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Arts
c,d,No,No,Yes,Yes,No,No,Yes,No,Arts
b,c,Yes,No,Yes,No,No,No,Yes,No,Arts
c,d,Yes,No,Yes,No,Yes,No,No,Yes,Arts
c,c,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Arts
c,c,No,Yes,Yes,No,Yes,No,No,No,Arts
c,a,No,No,Yes,No,No,No,Yes,No,Arts
c,c,No,No,Yes,No,No,No,No,No,Arts
c,d,Yes,No,Yes,Yes,No,No,Yes,Yes,Arts
a,c,Yes,No,No,Yes,No,Yes,Yes,No,Arts
a,c,Yes,No,Yes,No,No,No,Yes,Yes,Arts
c,c,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Arts
a,c,Yes,No,Yes,Yes,No,Yes,No,Yes,Arts
c,c,Yes,No,Yes,No,Yes,Yes,No,Yes,Arts
c,c,No,Yes,Yes,No,No,No,No,Yes,Arts
c,c,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Arts
c,d,Yes,No,Yes,No,No,No,Yes,Yes,Arts
c,c,Yes,No,Yes,No,No,No,No,Yes,Arts
c,d,Yes,Yes,Yes,No,No,No,No,Yes,Arts
c,c,No,No,Yes,Yes,No,No,No,No,Arts
b,c,Yes,Yes,Yes,No,Yes,Yes,No,No,Arts
c,b,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Arts
a,c,Yes,Yes,Yes,No,No,No,Yes,Yes,Arts
c,c,Yes,Yes,No,Yes,No,No,Yes,Yes,Arts
c,c,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Arts
c,c,No,Yes,No,Yes,Yes,No,Yes,No,Arts
c,d,No,Yes,Yes,No,No,No,Yes,No,Arts
b,c,Yes,No,No,No,No,Yes,Yes,No,Arts
a,c,Yes,No,Yes,No,No,Yes,Yes,No,Arts
c,c,No,Yes,No,No,No,No,Yes,No,Arts
c,c,Yes,No,Yes,Yes,Yes,No,No,No,Arts
c,b,Yes,No,Yes,Yes,No,No,No,Yes,Arts
b,c,No,No,Yes,No,No,Yes,Yes,No,Arts
c,b,Yes,No,Yes,No,Yes,No,No,No,Arts
c,c,No,No,No,No,Yes,No,Yes,Yes,Arts
c,d,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Arts
c,c,Yes,Yes,No,Yes,No,No,No,Yes,Arts
c,c,Yes,No,Yes,No,No,Yes,No,Yes,Arts
c,c,Yes,No,Yes,Yes,No,Yes,No,Yes,Arts
c,c,Yes,No,No,No,No,No,Yes,No,Arts
c,c,Yes,No,Yes,Yes,No,No,No,No,Arts
c,b,No,No,Yes,Yes,No,No,Yes,No,Arts
c,b,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Arts
b,c,Yes,Yes,Yes,No,No,No,Yes,No,Arts
c,c,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Arts
c,c,Yes,Yes,No,No,Yes,No,Yes,No,Arts
c,a,No,No,Yes,No,Yes,No,Yes,Yes,Arts
c,a,Yes,No,Yes,No,No,No,Yes,No,Arts
c,d,Yes,No,Yes,No,Yes,No,No,No,Arts
b,c,Yes,No,Yes,Yes,Yes,No,No,No,Arts
c,d,Yes,No,No,No,No,No,Yes,No,Arts
c,b,Yes,Yes,Yes,No,No,No,No,No,Arts
c,c,Yes,No,No,Yes,No,No,Yes,Yes,Arts
b,c,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Arts
c,b,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Arts
b,c,Yes,No,Yes,No,Yes,No,Yes,No,Arts
c,b,Yes,Yes,Yes,No,No,No,No,Yes,Arts
a,c,No,No,Yes,Yes,No,No,No,No,Arts
b,c,Yes,Yes,Yes,No,No,No,No,Yes,Arts
b,c,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Arts
c,c,Yes,Yes,No,Yes,Yes,No,No,Yes,Arts
a,c,Yes,No,Yes,No,No,Yes,Yes,Yes,Arts
c,b,Yes,Yes,Yes,Yes,No,No,No,No,Arts
c,b,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Arts
b,c,Yes,No,Yes,No,Yes,Yes,No,Yes,Arts
c,c,Yes,Yes,No,No,Yes,No,No,No,Arts
b,a,Yes,No,Yes,No,No,No,Yes,No,Arts
b,c,Yes,No,No,No,No,No,No,No,Arts
b,c,Yes,No,Yes,No,Yes,Yes,No,No,Arts
c,b,No,No,Yes,Yes,No,No,Yes,Yes,Arts
c,c,No,Yes,Yes,No,Yes,No,Yes,Yes,Arts
c,c,No,No,Yes,No,No,No,Yes,No,Arts
c,c,Yes,Yes,No,No,No,No,Yes,Yes,Arts
c,c,No,Yes,Yes,Yes,No,No,No,No,Arts
c,a,No,No,Yes,Yes,No,No,Yes,Yes,Arts
c,b,Yes,Yes,Yes,No,No,No,Yes,Yes,Arts
c,d,Yes,No,No,Yes,No,No,Yes,No,Arts
c,b,Yes,Yes,Yes,Yes,No,No,No,Yes,Arts
c,b,Yes,No,Yes,Yes,No,No,Yes,No,Arts
c,d,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Arts
c,c,Yes,No,Yes,No,Yes,Yes,No,No,Arts
c,c,No,No,Yes,Yes,Yes,No,Yes,No,Arts
c,b,Yes,No,No,Yes,No,No,Yes,No,Arts
c,d,No,No,Yes,Yes,Yes,No,Yes,No,Arts
c,c,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Arts
c,d,Yes,No,Yes,Yes,No,No,No,Yes,Arts
c,c,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Arts
c,c,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Arts
c,d,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Arts
c,b,Yes,No,Yes,No,No,No,No,No,Arts
c,c,No,Yes,Yes,No,Yes,No,No,Yes,Arts
c,c,No,No,Yes,No,Yes,Yes,Yes,Yes,Arts
c,c,No,No,Yes,Yes,No,No,No,Yes,Arts
a,d,Yes,No,Yes,No,No,Yes,Yes,No,Arts
c,b,Yes,Yes,Yes,Yes,Yes,No,No,No,Arts
c,d,Yes,No,No,Yes,Yes,No,Yes,No,Arts
c,c,Yes,No,No,No,No,No,No,No,Arts
c,b,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Arts
c,c,Yes,No,No,No,Yes,No,Yes,Yes,Arts
c,d,Yes,No,Yes,No,No,No,No,Yes,Arts
c,c,Yes,No,No,Yes,No,No,Yes,No,Arts
c,c,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Arts
c,d,Yes,No,Yes,No,No,Yes,Yes,No,Arts
c,b,Yes,No,Yes,Yes,No,No,Yes,Yes,Arts
c,c,No,Yes,Yes,No,Yes,Yes,Yes,No,Arts
b,c,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Arts
c,c,Yes,No,No,No,No,No,No,Yes,Arts
c,c,No,No,Yes,Yes,No,No,Yes,No,Arts
c,c,No,Yes,Yes,No,No,Yes,Yes,No,Arts
c,c,No,Yes,Yes,Yes,No,No,Yes,No,Arts
c,b,Yes,No,No,No,Yes,No,Yes,No,Arts
c,b,Yes,No,Yes,Yes,Yes,No,No,No,Arts
c,c,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Arts
c,c,Yes,No,No,Yes,Yes,No,No,No,Arts
c,c,Yes,No,Yes,Yes,No,Yes,No,No,Arts
b,c,Yes,Yes,Yes,No,No,Yes,No,Yes,Arts
c,d,Yes,No,Yes,Yes,Yes,No,No,No,Arts
c,d,Yes,No,No,No,No,No,Yes,Yes,Arts
c,b,No,No,Yes,No,No,No,Yes,No,Arts
c,b,Yes,Yes,Yes,No,No,No,Yes,No,Arts
c,c,Yes,Yes,No,No,No,No,Yes,No,Arts
c,b,Yes,No,Yes,No,Yes,No,Yes,No,Arts
c,c,Yes,Yes,No,No,No,No,No,No,Arts
c,c,No,No,No,Yes,Yes,No,Yes,No,Arts
a,c,No,No,Yes,No,No,No,Yes,No,Arts
a,c,Yes,Yes,Yes,Yes,No,No,No,Yes,Arts
c,c,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Arts
c,c,Yes,No,No,No,Yes,Yes,Yes,Yes,Arts
c,c,Yes,No,Yes,No,No,Yes,No,No,Arts
c,c,Yes,Yes,Yes,No,No,No,Yes,Yes,Arts
a,c,Yes,No,Yes,No,No,No,No,No,Arts
c,d,Yes,No,Yes,Yes,Yes,No,Yes,No,Arts
c,d,Yes,Yes,Yes,No,Yes,No,Yes,No,Arts
c,c,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Arts
c,c,No,No,Yes,No,No,No,Yes,Yes,Arts
c,d,Yes,No,Yes,Yes,No,No,No,No,Arts
c,a,Yes,No,Yes,No,Yes,No,Yes,No,Arts
c,c,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Arts
c,c,Yes,No,No,Yes,Yes,Yes,Yes,No,Arts
b,c,Yes,No,Yes,No,Yes,No,No,Yes,Arts
c,c,Yes,No,No,No,No,Yes,Yes,Yes,Arts
c,c,No,Yes,Yes,Yes,No,Yes,Yes,No,Arts
a,d,Yes,No,Yes,No,No,No,Yes,No,Arts
c,d,Yes,No,No,No,Yes,No,Yes,No,Arts
c,d,Yes,Yes,Yes,Yes,Yes,No,No,No,Arts
a,c,Yes,No,Yes,No,No,No,No,Yes,Arts
c,c,No,No,No,No,No,No,Yes,No,Arts
c,c,Yes,Yes,Yes,No,Yes,No,No,No,Arts
c,c,Yes,No,Yes,Yes,No,No,No,Yes,Arts
c,c,No,No,Yes,Yes,No,No,Yes,Yes,Arts
b,b,Yes,No,Yes,No,No,Yes,Yes,No,Arts
c,d,Yes,Yes,Yes,No,Yes,No,No,Yes,Arts
c,d,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Arts
a,c,Yes,Yes,No,No,No,No,Yes,No,Arts
c,b,No,Yes,Yes,No,Yes,No,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Arts
c,c,Yes,No,No,No,No,Yes,Yes,No,Arts
c,a,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Arts
c,b,No,Yes,Yes,No,No,No,Yes,No,Arts
c,c,No,No,Yes,No,Yes,No,Yes,Yes,Arts
c,c,Yes,Yes,No,Yes,No,No,Yes,No,Arts
a,c,No,Yes,Yes,No,No,No,No,No,Arts
c,c,Yes,No,Yes,No,Yes,No,No,Yes,Arts
c,c,Yes,Yes,Yes,No,No,Yes,No,No,Arts
c,d,Yes,Yes,Yes,Yes,No,No,Yes,No,Arts
c,c,No,No,No,No,No,No,Yes,Yes,Arts
c,c,No,Yes,Yes,Yes,No,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Arts
c,c,Yes,No,No,No,Yes,No,No,Yes,Arts
c,c,Yes,No,Yes,No,No,Yes,Yes,Yes,Arts
c,b,Yes,No,Yes,No,Yes,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Arts
c,c,No,Yes,Yes,No,No,No,Yes,No,Arts
a,c,Yes,Yes,Yes,No,No,No,No,No,Arts
c,c,No,No,No,No,Yes,No,Yes,No,Arts
b,c,Yes,No,Yes,Yes,No,Yes,Yes,No,Arts
c,c,Yes,Yes,No,Yes,No,No,No,No,Arts
c,c,Yes,No,No,No,Yes,No,No,No,Arts
c,b,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Arts
a,c,No,No,Yes,Yes,No,Yes,Yes,No,Arts
c,c,No,No,Yes,Yes,Yes,Yes,Yes,No,Arts
a,c,Yes,No,No,No,No,No,Yes,No,Arts
c,c,No,Yes,Yes,No,No,No,No,No,Arts
b,b,Yes,No,Yes,No,No,No,Yes,No,Arts
b,c,Yes,Yes,Yes,No,No,Yes,Yes,No,Arts
a,c,Yes,No,Yes,Yes,No,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,No,No,No,No,Yes,Arts
a,a,Yes,No,Yes,Yes,No,No,Yes,No,Arts
c,c,No,Yes,Yes,Yes,Yes,No,Yes,No,Arts
c,c,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Arts
c,d,Yes,No,Yes,No,Yes,No,Yes,No,Arts
c,c,Yes,Yes,Yes,No,No,No,No,No,Arts
b,c,Yes,No,Yes,No,No,Yes,No,Yes,Arts
c,d,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Arts
c,c,Yes,Yes,Yes,No,Yes,Yes,No,No,Arts
a,c,Yes,No,Yes,Yes,No,No,Yes,No,Arts
c,c,No,No,Yes,Yes,No,Yes,Yes,Yes,Arts
a,c,Yes,No,Yes,No,No,Yes,No,No,Arts
c,c,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Arts
c,d,No,No,Yes,No,No,No,Yes,Yes,Arts
c,a,Yes,No,Yes,Yes,No,No,Yes,Yes,Arts
c,c,Yes,No,Yes,No,Yes,Yes,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Arts
c,b,Yes,No,Yes,No,No,No,Yes,No,Arts
c,b,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Arts
b,c,Yes,No,Yes,No,No,No,No,No,Arts
a,c,No,No,Yes,No,No,Yes,Yes,No,Arts
c,d,Yes,Yes,Yes,No,No,No,Yes,Yes,Arts
c,c,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Arts
a,c,Yes,Yes,Yes,No,No,Yes,No,No,Arts
c,d,Yes,No,Yes,Yes,Yes,No,No,Yes,Arts
c,c,No,Yes,No,Yes,No,No,Yes,No,Arts
b,c,Yes,No,Yes,No,No,Yes,No,No,Arts
b,c,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Arts
c,c,Yes,No,Yes,Yes,Yes,No,No,Yes,Arts
c,b,Yes,No,Yes,No,No,Yes,Yes,Yes,Arts
c,c,Yes,Yes,Yes,No,No,Yes,No,Yes,Arts
c,c,Yes,Yes,Yes,Yes,No,Yes,No,No,Arts
a,c,No,Yes,Yes,No,No,Yes,Yes,No,Arts
b,c,Yes,Yes,Yes,No,No,No,No,No,Arts
c,d,No,Yes,Yes,No,Yes,No,Yes,No,Arts
c,c,No,Yes,Yes,Yes,Yes,No,No,Yes,Arts
c,b,Yes,No,No,No,No,No,Yes,No,Arts
b,c,Yes,Yes,Yes,No,Yes,No,No,Yes,Arts
c,c,Yes,No,Yes,No,No,No,Yes,Yes,Arts
c,a,No,No,Yes,No,No,No,Yes,Yes,Arts
b,c,Yes,Yes,Yes,No,Yes,No,Yes,No,Arts
c,b,Yes,No,Yes,No,No,No,Yes,Yes,Arts
c,c,No,Yes,Yes,Yes,Yes,No,No,No,Arts
a,c,Yes,Yes,Yes,No,No,Yes,Yes,No,Arts
a,c,Yes,No,No,Yes,No,No,Yes,No,Arts
c,a,Yes,No,Yes,Yes,Yes,No,Yes,No,Arts
c,c,No,Yes,No,No,Yes,No,Yes,Yes,Arts
c,b,Yes,No,Yes,No,No,Yes,Yes,No,Arts
b,c,Yes,No,Yes,No,No,No,No,Yes,Arts
c,c,Yes,No,No,Yes,No,Yes,Yes,Yes,Arts
a,c,Yes,No,No,No,No,No,No,No,Arts
c,c,Yes,No,Yes,Yes,No,Yes,Yes,No,Arts
a,c,Yes,No,Yes,Yes,No,No,No,Yes,Arts
c,a,Yes,No,Yes,No,No,No,Yes,Yes,Arts
c,d,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Arts
c,a,No,No,Yes,Yes,No,No,Yes,No,Arts
a,c,No,Yes,Yes,No,No,No,Yes,No,Arts
a,c,Yes,No,Yes,Yes,No,Yes,Yes,No,Arts
c,b,Yes,No,Yes,No,Yes,No,No,Yes,Arts
b,b,Yes,No,Yes,No,No,No,No,No,Arts
a,c,Yes,No,Yes,Yes,No,Yes,No,No,Arts
c,c,Yes,No,Yes,No,Yes,No,Yes,No,Arts
c,b,Yes,No,Yes,Yes,Yes,No,Yes,No,Arts
c,c,No,No,Yes,Yes,Yes,No,No,No,Arts
c,d,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Arts
c,c,Yes,No,Yes,No,Yes,No,Yes,Yes,Arts
b,c,Yes,No,Yes,Yes,Yes,No,Yes,No,Arts
c,c,No,No,Yes,No,Yes,No,No,Yes,Arts
a,c,Yes,No,Yes,Yes,No,No,No,No,Arts
c,c,Yes,Yes,Yes,No,Yes,No,No,Yes,Arts
c,c,Yes,No,No,Yes,No,Yes,Yes,No,Arts
c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,Arts
c,c,Yes,No,Yes,No,No,Yes,Yes,No,Arts
c,b,Yes,No,No,Yes,Yes,No,Yes,No,Arts
a,c,Yes,Yes,Yes,No,No,Yes,No,Yes,Arts
c,c,Yes,Yes,No,Yes,Yes,No,No,No,Arts
a,c,No,No,Yes,No,No,No,No,No,Arts
c,c,Yes,No,No,No,No,No,Yes,Yes,Arts
b,c,Yes,No,No,No,Yes,No,No,No,Arts
